id,movie,author,metascore,review
2871,gun-shy-movie,Lou Lumenick,25,This low-caliber Gun Shy has singularly ugly cinematography by Tom Richmond that at one point shows off Bullock's facial hair.
2872,the-road-warrior-movie,Ian Nathan,100,"It is the Road Warrior (as it was subtitled for the American release) that remains the definitive Max movie, hard as nails, hell for leather, it lands like a punch to the jaw. Don't drive angry? Yeah, right."
2873,phantom-thread-movie,Bill Goodykoontz,90,"If you’re making a movie about someone with exacting standards, Day-Lewis is your man. Yet what’s so exciting about Anderson and Day-Lewis’ collaborations is that while the actor is always superb, they’re very much the director’s movies. They feed off of one another, creating collaborative works that show off each other’s strengths."
2874,be-kind-rewind-movie,Robert Wilonsky,30,"A muddle—not amiably ambling, not affably shaggy, just a mess that gets messier till, at times, the whole thing looks improvised by amateurs more concerned with being clever than something resembling affectionate."
2875,far-from-heaven-movie,Tim Merrill,70,"Once again, though -- almost in spite of Haynes' rigorous post-ironic efforts to bring Sirk back from the dead in any and every way he can -- it ultimately comes down to Moore -- and Moore is simply...wonderful."
2876,not-fade-away-movie,Claudia Puig,63,"The highlight of Not Fade Away, a meandering and bittersweet coming-of-age story, is its killer '60s pop-rock soundtrack."
2877,down-to-earth-movie,Paul Malcolm,10,"The film seems to argue that Rock's real-life manipulation of the race card is little more than exploitation, rather than the essence of his incendiary comic critique."
2878,house-of-fools-movie,Michael Atkinson,10,"For world-class lapses of judgment, Andrei Konchalovsky's House of Fools is a berserk overachiever. "
2879,straw-dogs-movie,Wesley Morris,12,"It's a crude, queasy, ugly remake of a crude, queasy, ugly, yet artistically superior 40-year-old Sam Peckinpah movie."
2880,39-pounds-of-love-movie,Phil Hall,80,"If there is one film which makes the most out of life, this is it."
2881,wind-river-movie,Rex Reed,88,"It’s one terrific, offbeat and heart-pounding thriller set in the frozen wilderness of a Wyoming Indian reservation that never ceases to surprise, enthrall and pump the adrenaline with an energy that stuns."
2882,serving-sara-movie,Lou Lumenick,38,"Even dumber than Perry's ""Three to Tango,"" this latest sitcommy exercise is sporadically funny in spite of itself -- and not quite as dreadful as you would suspect."
2883,the-phantom-of-the-opera-movie,Shawn Levy,16,"It adds up to a truly taxing couple of hours: ham acting, visual noise, aural torture, elementary plotting and unconvincing emotions."
2884,marley-movie,Scott Bowles,88,"Sprinkled with riffs, concert footage and home videos, the family-authorized documentary does what the artist usually did: When in doubt, return to the beat."
2885,toys-movie,Dave Kehr,25,One of the most mawkish films ever made.
2886,full-frontal-movie,Desson Thomson,10,The only way a self-absorbed treatise like this can get any kind of audience (not to mention distribution) is to cast famous people in it.
2887,john-dies-at-the-end-movie,Leah Churner,30,"The whole movie is an inside joke, a shaggy-dog tale that asks us to pay close attention to its twists and turns, but never rewards us for doing so."
2888,riding-in-cars-with-boys-movie,Kenneth Turan,30,"Buried under the miscalculations, the shamelessness, the off-putting and inappropriate broadness are sporadically visible souvenirs of a good project gone bad, hints of the unusual, bittersweet story that got away."
2889,topsy-turvy-movie,Ernest Hardy,90,"Leigh and his solid cast make sure that inside jokes translate to a broad audience, and that their rendering of the back-stage drama is smart, engrossing and often very funny."
2890,green-room-movie,Ty Burr,88,"Violence in Green Room is just bad. Unfortunately for its heroes and for us all, it’s also sometimes inevitable."
2891,motherhood-movie,Nick Schager,20,It’s a judgmental tale whose only payoff is carpe diem drivel.
2892,jaws-the-revenge-movie,Jay Scott,25,"Deja vu's too kind a term to describe what happens in the latest chapter in the lives of the characters created so long ago in print by Peter Benchley and brought to life - and, eventually, to death - on screen by Steven Spielberg. [22 July 1987]"
2893,black-and-white-movie,Barbara Shulgasser,25,There is really no one to like in this film.
2894,almost-peaceful-movie,David Sterritt,75,"The gently told comedy-drama is more colorful than you'd expect, using wry humor and lively music to keep sentimentality at bay."
2895,la-vie-en-rose-movie,Wesley Morris,75,"If even half of Olivier Dahan's robust film about Piaf's life is true -- and let's face it, much remains shrouded in myth and mystery -- it's a wonder she could get dressed in the morning, let alone forge a legendary singing career."
2896,bamako-movie,Steven Rea,88,"Never mind Hollywood's big-star, big-budget hand-wringing about Africa - Bamako is the real thing."
2897,a-clockwork-orange-movie,Derek Malcolm,90,"It is not a film the memory of which you will exactly wish to cherish. You may even, like me, reject the glib and icy pessimism of its message. But you will, I can assure you, find it difficult to put out of mind."
2898,the-duke-of-burgundy-movie,Ben Nicholson,80,The Duke of Burgundy lingers long in the mind and cements its director's much-deserved place as one of the most exhilarating currently at work.
2899,the-majestic-movie,Stephen Hunter,10,"It can't fake sincerity. It tries ever so hard, but it doesn't have a single believable second. Every word in it is a lie."
2900,i-love-you-beth-cooper-movie,Joe Neumaier,0,"This unfunny, unoriginal, charmless teen comedy is so stunningly awful from start to finish, it's amazing to think its director has made a single film before, much less a dozen."
2901,the-killer-elite-movie,Sara Maria Vizcarrondo,30,"We all have to make jokes around the water cooler, and if enough people bother to see Killer Elite, its silly nonsense could make for a great comedy routine by Greg from IT. "
2902,white-god-movie,Ann Hornaday,63,"Even those who don’t buy in completely to Mundruczo’s parable will be impressed by his canine crowd scenes, staged with ambition, skill and genuinely original vision."
2903,the-school-of-rock-movie,Ann Hornaday,100,"An exuberant, raucous and thoroughly endearing comedy"
2904,the-purge-movie,Peter Keough,38,The problem with high concepts like this is cooking up a story and characters to go along with it.
2905,manda-bala-send-a-bullet-movie,Ella Taylor,80,"There’s no denying the sharpness of his (Jason Kohn) insights into a society that hasn’t so much collapsed as reconstituted itself around venality, profiteering and rage."
2906,brooklyn-movie,Gregory Ellwood,91,It's a damn good movie.
2907,envy-movie,James Berardinelli,25,"It's remarkably appropriate that Envy is about turds, because that's what the movie is. "
2908,the-identical-movie,Claudia Puig,38,"It's an idea that might have made for a mildly intriguing skit, but blown out into a full-length feature it's at best campy and at worst an amateurish, sentimental schlock-fest."
2909,phantom-2013-movie,Nick Schager,25,"Todd Robinson's film is a third-rate submarine-set drama until, in its final moments, it sinks to fourth-rate. "
2910,monkeybone-movie,Susan Wloszczyna,63,Wildly uneven collage of effects and live action is no Disney-bland vision of dreams gone bonkers. There's enough Freudian material to reupholster a thousand therapy couches.
2911,ant-man-and-the-wasp-movie,Joe Walsh,80,"With well-balanced humour, and a heartfelt father/daughter narrative, Ant-Man and The Wasp makes for refreshing viewing after the gasp-inducing drama of Thanos clicking his fingers. Sometimes, focusing on the smaller stories is just better."
2912,three-identical-strangers-movie,David Fear,88,"It's a compelling, twist-filled tale, one told with a highly developed sense of empathy, a few aesthetic missteps (perhaps it's time to issue a permanent moratorium on montages set to ""Walkin' on Sunshine""? Actually, scratch the perhaps there) and a knack for turning the triplets' experience into something bigger than just stranger-than-fiction tabloid fodder."
2913,four-christmases-movie,Michael Phillips,25,"As Vaughn's therapist mother, Sissy Spacek comes off best. But she's a rare bird of whom it truly can be said: She's always good. No matter how grim the material."
2914,planes-movie,R. Kurt Osenlund,25,"The film feels second-rate in every sense, from the quality of its animation to its C-list voice cast."
2915,it-runs-in-the-family-movie,Megan Lehmann,25,An exercise in drudgery... The whole thing is so patently uninteresting it's hard to see it as anything but a Douglas family vanity project.
2916,alls-faire-in-love-movie,Lou Lumenick,0,"Putting it as kindly as possible, this pitiful romantic comedy directed by Scott Marshall (dad Garry did ""Pretty Woman'') peaks with its animated opening credits."
2917,mad-max-fury-road-movie,Keith Phipps,100,"If Fury Road were only interested in action, it would still be a stunning achievement, but the film has more on its mind."
2918,anywhere-but-here-movie,Lou Lumenick,75,Well worth seeing for the incandescent Portman.
2919,are-we-there-yet-movie,Maitland McDonagh,20,"Repetitive, predictable comedy."
2920,war-dogs-movie,Oliver Jones,38,"Scorsese’s movie did something crucial that this one doesn’t: it told the truth as it knew it. Honesty, or at least some version of it, would have been a very good place for War Dogs to start."
2921,machete-movie,J.R. Jones,30,"Rodriguez retreats into gruesome violence and flaccid comedy, grasping feebly for topical relevance by referencing the current immigration fracas."
